Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,B_Code,Receivable,Collected
10254628,111203160,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338090,177.4,TRUE,3,910.8,0
10254628,111203160,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338090,177.4,TRUE,7,1774,0
10254628,111203160,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338090,177.4,TRUE,10,177.4,0
10254373,111203170,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338091,22.7,FALSE,7,226.75,226.75
10254370,111203180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338092,28.05,TRUE,3,646,646
10254370,111203180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338092,28.05,TRUE,7,280.25,0
10254370,111203180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338092,28.05,TRUE,10,28.05,0
10254396,111203190,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338093,20,FALSE,3,209,209
10254396,111203190,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338093,20,FALSE,7,200,190
10254580,111203200,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338094,35,TRUE,7,350,350
10254580,111203200,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338094,35,TRUE,10,35,35
10254588,111203210,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338095,40,FALSE,7,400,400
10254483,111203240,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338096,117.4,TRUE,7,1174,1174
10254483,111203240,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338096,117.4,TRUE,10,117.4,117.4
10254527,111203250,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338097,20,TRUE,7,200,200
10254527,111203250,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338097,20,TRUE,10,20,20
10254465,111203280,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338099,40,TRUE,3,3079.6,2000
10254465,111203280,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338099,40,TRUE,7,400,0
10254465,111203280,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338099,40,TRUE,10,40,0
10254625,111203310,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338100,35,FALSE,7,350,350
10254427,111203311,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338101,20,TRUE,7,200,200
10254427,111203311,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338101,20,TRUE,10,20,20
10254460,111203312,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338102,36.05,FALSE,7,360.5,360.5
10254638,111203315,10/02/18 12:00 AM,10/17/18 12:00 AM,2,338906,87.75,FALSE,7,877.05,877.05
10254629,111203316,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338103,40,TRUE,7,400,400
10254629,111203316,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338103,40,TRUE,10,40,40
10256410,111203410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339878,20,TRUE,3,396.55,396.55
10256410,111203410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339878,20,TRUE,7,200,0
10256410,111203410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339878,20,TRUE,10,20,0
10256488,111203440,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339879,20,FALSE,3,934.55,0
10256488,111203440,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339879,20,FALSE,7,200,0
10256402,111203460,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339880,20,FALSE,7,200,200
10256486,111203570,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339881,20,FALSE,3,308.3,308.3
10256486,111203570,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339881,20,FALSE,7,200,200
10256400,111203590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339882,20,TRUE,7,200,0
10256400,111203590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339882,20,TRUE,10,20,0
10256477,111203660,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339883,30.7,TRUE,3,337.7,337.7
10256477,111203660,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339883,30.7,TRUE,7,307,0
10256477,111203660,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339883,30.7,TRUE,10,30.7,0
10256404,111203740,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339884,33.4,TRUE,7,333.75,0
10256404,111203740,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339884,33.4,TRUE,10,33.4,0
10256395,111203750,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339885,20,FALSE,7,200,200
10256416,111203760,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339886,20,FALSE,7,200,200
10256418,111203761,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339887,20,TRUE,7,200,0
10256418,111203761,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339887,20,TRUE,10,20,0
10256399,111203860,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339888,25.35,FALSE,7,253.5,253.5
10256411,111203890,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339889,20,FALSE,7,200,200
10254504,111203900,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338104,22.7,FALSE,7,226.75,226.75
10254505,111203940,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338105,28.05,FALSE,7,280.25,280.25
10254506,111203960,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338106,50.05,FALSE,7,500.5,500.5
10254507,111203961,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338107,20,TRUE,7,200,0
10254507,111203961,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338107,20,TRUE,10,20,0
10254512,111204180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338108,20,TRUE,3,440,440
10254512,111204180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338108,20,TRUE,7,200,0
10254512,111204180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338108,20,TRUE,10,20,0
10254513,111204200,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338109,28.05,FALSE,7,280.25,280.25
10254516,111204280,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338110,46.75,FALSE,7,467.5,467.5
10254517,111204290,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338111,38.75,TRUE,7,387.25,0
10254517,111204290,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338111,38.75,TRUE,10,38.75,0
10254519,111204340,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338112,20,TRUE,7,200,0
10254519,111204340,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338112,20,TRUE,10,20,0
10254520,111204420,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338113,38.75,FALSE,7,387.25,387.25
10254521,111204510,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338114,96.9,FALSE,7,969,969
10254524,111204560,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338115,28.05,FALSE,7,280.25,280.25
10254523,111204570,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338116,25.35,TRUE,3,367.15,367.15
10254523,111204570,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338116,25.35,TRUE,7,253.5,0
10254523,111204570,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338116,25.35,TRUE,10,25.35,0
10254526,111204620,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338117,56.9,TRUE,3,662.75,662.75
10254526,111204620,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338117,56.9,TRUE,7,568.75,568.75
10254526,111204620,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338117,56.9,TRUE,10,56.9,56.9
10254536,111204624,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338118,80.5,FALSE,7,805,805
10254529,111204700,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338119,73.75,TRUE,7,737.5,737.5
10254529,111204700,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338119,73.75,TRUE,10,73.75,73.75
10254539,111204710,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338120,22.7,FALSE,7,226.75,226.75
10254530,111204720,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338121,41.4,TRUE,3,455.4,455.4
10254530,111204720,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338121,41.4,TRUE,7,414,0
10254530,111204720,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338121,41.4,TRUE,10,41.4,0
10254525,111204730,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338122,20,FALSE,3,220,220
10254525,111204730,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338122,20,FALSE,7,200,200
10254531,111204750,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338123,20,FALSE,7,200,200
10254535,111204751,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338124,20,TRUE,3,220,220
10254535,111204751,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338124,20,TRUE,7,200,0
10254535,111204751,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338124,20,TRUE,10,20,0
10254538,111204760,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338125,30.7,FALSE,7,307,307
10254540,111204940,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338126,36.05,TRUE,3,811.25,500
10254540,111204940,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338126,36.05,TRUE,7,360.5,0
10254540,111204940,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338126,36.05,TRUE,10,36.05,0
10254541,111204950,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338127,20,TRUE,7,200,0
10254541,111204950,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338127,20,TRUE,10,20,0
10254547,111205140,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338128,67,FALSE,7,670,670
10254548,111205220,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338129,50.15,FALSE,7,501.25,501.25
10254549,111205230,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338130,33.4,TRUE,7,333.75,0
10254549,111205230,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338130,33.4,TRUE,10,33.4,0
10254550,111205240,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338131,56.9,FALSE,7,568.75,568.75
10254551,111205300,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338132,22.7,FALSE,7,226.75,226.75
10254553,111205310,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338133,56.9,TRUE,3,332.05,0
10254553,111205310,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338133,56.9,TRUE,7,568.75,0
10254553,111205310,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338133,56.9,TRUE,10,56.9,0
10254554,111205340,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338134,46.75,FALSE,7,467.5,467.5
10254555,111205341,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338135,84.6,TRUE,3,1634.55,0
10254555,111205341,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338135,84.6,TRUE,7,846,0
10254555,111205341,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338135,84.6,TRUE,10,84.6,0
10254561,111205351,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338136,50.15,FALSE,7,501.25,501.25
10254562,111205360,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338137,92.8,FALSE,7,928,928
10254563,111205370,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338138,25.35,TRUE,7,253.5,253.5
10254563,111205370,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338138,25.35,TRUE,10,25.35,25.35
10254565,111205410,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338139,53.5,FALSE,7,535,535
10254566,111205430,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338140,193.8,FALSE,7,1938,1938
10254568,111205450,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338141,36.05,TRUE,3,876.9,0
10254568,111205450,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338141,36.05,TRUE,7,360.5,0
10254568,111205450,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338141,36.05,TRUE,10,36.05,0
10254577,111205680,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338142,28.05,FALSE,7,280.25,280.25
10254574,111205800,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338143,22.7,FALSE,7,226.75,226.75
10254578,111205820,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338144,84.6,TRUE,7,846,846
10254578,111205820,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338144,84.6,TRUE,10,84.6,84.6
10254579,111205822,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338145,22.7,FALSE,7,226.75,215.41
10254581,111205880,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338146,20,FALSE,7,200,200
10254582,111205900,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338147,36.05,FALSE,7,360.5,360.5
10254584,111205910,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338148,20,FALSE,7,200,200
10256288,111203260,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339877,20,FALSE,7,200,200
10256256,111204610,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339890,20,TRUE,7,200,0
10256256,111204610,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339890,20,TRUE,10,20,0
10255108,111203313,10/02/18 12:00 AM,10/17/18 12:00 AM,2,338290,41.4,TRUE,7,414,414
10255108,111203313,10/02/18 12:00 AM,10/17/18 12:00 AM,2,338290,41.4,TRUE,10,41.4,41.4
10254583,111205920,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338149,154,FALSE,7,1539.8,1539.8
10254585,111205940,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338150,46.75,FALSE,7,467.5,467.5
10254593,111206140,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338151,20,FALSE,7,200,200
10254594,111206150,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338152,38.75,TRUE,7,387.25,387.25
10254594,111206150,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338152,38.75,TRUE,10,38.75,38.75
10254595,111206180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338153,20,TRUE,3,220,0
10254595,111206180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338153,20,TRUE,7,200,0
10254595,111206180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338153,20,TRUE,10,20,0
10254596,111206220,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338154,46.75,FALSE,7,467.5,467.5
10254597,111206240,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338155,28.05,FALSE,7,280.25,280.25
10254598,111206270,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338156,36.05,FALSE,7,360.5,360.5
10254603,111206500,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338157,20,FALSE,7,200,200
10255538,111206560,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338914,25.35,TRUE,7,253.5,0
10255538,111206560,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338914,25.35,TRUE,10,25.35,0
10254605,111206570,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338158,30,TRUE,3,968.8,968.8
10254605,111206570,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338158,30,TRUE,7,300,300
10254605,111206570,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338158,30,TRUE,10,30,30
10254608,111206590,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338159,20,TRUE,7,200,0
10254608,111206590,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338159,20,TRUE,10,20,0
10254609,111206640,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338160,20,FALSE,7,200,200
10254610,111206700,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338161,33.4,FALSE,7,333.75,333.75
10254611,111206740,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338162,36.8,TRUE,7,387.25,0
10254611,111206740,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338162,36.8,TRUE,10,36.8,0
10254612,111206760,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338163,50.85,TRUE,3,559.08,0
10254612,111206760,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338163,50.85,TRUE,7,535,0
10254612,111206760,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338163,50.85,TRUE,10,50.85,0
10254613,111206800,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338164,46.75,FALSE,7,467.5,467.5
10254614,111206820,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338165,60.25,TRUE,3,1073.35,1073.35
10254614,111206820,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338165,60.25,TRUE,7,602.5,602.5
10254614,111206820,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338165,60.25,TRUE,10,60.25,60.25
10254618,111206860,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338166,22.7,FALSE,7,226.75,226.75
10254615,111206870,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338167,53.5,FALSE,7,535,535
10254616,111206890,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338168,36.05,FALSE,3,11162.25,500
10254616,111206890,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338168,36.05,FALSE,7,360.5,0
10254619,111206900,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338169,28.05,FALSE,7,280.25,280.25
10254620,111206910,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338170,19,TRUE,7,200,190
10254620,111206910,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338170,19,TRUE,10,19,19
10254622,111206990,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338171,30,FALSE,7,300,300
10254626,111207060,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338172,67,TRUE,7,670,670
10254626,111207060,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338172,67,TRUE,10,67,67
10254627,111207070,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338173,61.4,FALSE,7,614,614
10254630,111207130,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338175,67,FALSE,7,670,670
10254631,111207180,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338176,28.05,FALSE,7,280.25,280.25
10254635,111207190,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338177,60.25,FALSE,3,602.5,602.5
10254635,111207190,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338177,60.25,FALSE,7,602.5,0
10254632,111207200,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338178,36.05,FALSE,7,360.5,342.48
10254633,111207210,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338179,33.4,TRUE,7,333.75,333.75
10254633,111207210,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338179,33.4,TRUE,10,33.4,33.4
10254634,111207220,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338180,60.25,TRUE,7,602.5,602.5
10254634,111207220,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338180,60.25,TRUE,10,60.25,60.25
10254303,111207670,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338181,20,FALSE,7,200,200
10254557,111207693,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338182,25.35,TRUE,7,253.5,0
10254557,111207693,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338182,25.35,TRUE,10,25.35,0
10254438,111207694,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338183,33.4,TRUE,3,763.7,763.7
10254438,111207694,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338183,33.4,TRUE,7,333.75,0
10254438,111207694,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338183,33.4,TRUE,10,33.4,0
10254405,111207695,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338184,38.75,FALSE,7,387.25,387.25
10254604,111207696,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338185,20,TRUE,3,660,0
10254604,111207696,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338185,20,TRUE,7,200,0
10254604,111207696,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338185,20,TRUE,10,20,0
10254353,111207697,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338186,381.35,FALSE,7,3813.4,0
10254515,111207699,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338187,20,FALSE,3,367.15,367.15
10254515,111207699,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338187,20,FALSE,7,200,200
10254498,111207700,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338188,339.6,FALSE,7,3395.8,0
10254425,111207701,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338189,50.15,TRUE,7,501.25,0
10254425,111207701,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338189,50.15,TRUE,10,50.15,0
10254431,111207702,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338190,50.15,TRUE,7,501.25,0
10254431,111207702,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338190,50.15,TRUE,10,50.15,0
10254576,111207703,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338191,109.2,FALSE,7,1092,1092
10254500,111207704,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338192,109.2,FALSE,7,1092,0
10254543,111207705,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338193,537.2,FALSE,7,5371.6,5371.6
10254333,111207706,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338194,30.7,FALSE,7,307,307
10254533,111207707,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338195,20,FALSE,7,200,200
10254346,111207709,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338196,20,TRUE,7,200,0
10254346,111207709,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338196,20,TRUE,10,20,0
10254573,111207710,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338197,30,FALSE,7,300,300
10254366,111207711,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338198,269.45,FALSE,7,2694.4,2694.4
10254428,111207714,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338199,33.4,TRUE,3,588.5,0
10254428,111207714,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338199,33.4,TRUE,7,333.75,0
10254428,111207714,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338199,33.4,TRUE,10,33.4,0
10254499,111207715,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338200,60.25,TRUE,7,602.5,602.5
10254499,111207715,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338200,60.25,TRUE,10,60.25,60.25
10254477,111207716,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338201,22.7,TRUE,7,226.75,226.75
10254477,111207716,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338201,22.7,TRUE,10,22.7,22.7
10254339,111207719,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338202,20,TRUE,3,220,0
10254339,111207719,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338202,20,TRUE,7,200,0
10254339,111207719,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338202,20,TRUE,10,20,0
10254297,111207720,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338203,63.65,FALSE,7,636.25,636.25
10254532,111207721,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338204,80.25,TRUE,7,802.2,802.2
10254532,111207721,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338204,80.25,TRUE,10,80.25,80.25
10254537,111207722,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338205,50.15,FALSE,7,501.25,501.25
10254621,111207723,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338206,33.4,FALSE,7,333.75,333.75
10254489,111207724,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338207,42.05,TRUE,7,420.3,0
10254489,111207724,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338207,42.05,TRUE,10,42.05,0
10254369,111207725,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338208,67,FALSE,7,670,670
10254606,111207726,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338209,30,FALSE,7,300,300
10254440,111207727,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338210,20,FALSE,7,200,200
10254423,111207728,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338211,20,FALSE,3,249.45,249.45
10254423,111207728,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338211,20,FALSE,7,200,200
10254640,111207729,10/02/18 12:00 AM,10/17/18 12:00 AM,2,338291,40,FALSE,7,400,400
10254495,111207730,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338212,41.4,FALSE,7,414,0
10254301,111207731,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338213,30,TRUE,7,300,0
10254301,111207731,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338213,30,TRUE,10,30,0
10254490,111207732,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338214,35,FALSE,7,350,350
10254556,111207733,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338215,169.2,FALSE,7,1692,1692
10254559,111207734,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338216,20,TRUE,7,200,0
10254559,111207734,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338216,20,TRUE,10,20,0
10254558,111207735,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338217,20,TRUE,7,200,0
10254558,111207735,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338217,20,TRUE,10,20,0
10254607,111207736,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338218,38.75,TRUE,7,387.25,0
10254607,111207736,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338218,38.75,TRUE,10,38.75,0
10254376,111207737,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338219,30.7,FALSE,7,307,307
10254509,111207738,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338220,376.7,FALSE,3,80,0
10254509,111207738,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338220,376.7,FALSE,7,3767,0
10254328,111207739,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338221,20,FALSE,7,200,200
10254313,111207740,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338222,20,FALSE,7,200,200
10254462,112202700,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338223,113.3,FALSE,7,1133,0
10254463,112202710,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338224,56.9,FALSE,3,280.25,280.25
10254463,112202710,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338224,56.9,FALSE,7,568.75,0
10254464,112202720,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338225,56.9,FALSE,3,846,846
10254464,112202720,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338225,56.9,FALSE,7,568.75,0
10254503,112203840,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338226,28.05,FALSE,3,360.5,360.5
10254503,112203840,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338226,28.05,FALSE,7,280.25,0
10255354,111207708,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338915,20,FALSE,7,200,200
10254508,112203990,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338227,1652.7,FALSE,3,16527,16527
10254508,112203990,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338227,1652.7,FALSE,7,16527,0
10254511,112204140,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338228,20,FALSE,3,200,200
10254511,112204140,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338228,20,FALSE,7,200,0
10254514,112204210,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338229,20,FALSE,3,200,200
